id,gs_size,gs_size_scale,gs_size_halo,gs_fill_opacity,gs_rotation,gs_color,gs_color_halo,the_geom
1532,0.1,1.01,8.1,0.6,0,#8B96FF,8B96FF,0101000020110F0000C3F528BC96206EC15C8FC2558F7E49C1
1533,0.5,1.18,10.8,0.4,0,#FFF464,FFF464,0101000020110F00006666662E9E7D6C41F6285C0FB5D22F41
1534,0.2,1.12,6.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000B81E852B98404841EC51B8EE755350C1
1535,0.4,1.14,10.2,0.7,0,#FEAA52,FEAA52,0101000020110F000033333333DA775541D7A370BD4E1A72C1
1536,0.5,1.09,2.3,0.5,0,#FFF464,FFF464,0101000020110F000048E17AC4E48A69C148E17A94C05670C1
1537,0.3,1.13,5.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F00006666666666384BC1D7A3707DB79854C1
1538,0.5,1.18,4.7,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000295C8FE20BC54CC1A4703D929CF86AC1
1539,0.3,1.03,7.9,0.4,0,#F9F6CF,F9F6CF,0101000020110F000052B81EC5A9DD34C148E17A143CD05B41
1540,0.1,1.12,4.3,0.7,0,#8B96FF,8B96FF,0101000020110F0000AE47E1DA12A643411F85EB11AA8467C1
1541,0.1,1.06,9.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F000052B81E5D614262C17B14AEE7FA484CC1
1542,0.3,1.17,9.8,0.6,0,#FA6642,FA6642,0101000020110F0000713D0AB70CEC4041AE47E172FB0E65C1
1543,0.1,1.13,2.8,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000A4703D029AF167C1CDCCCCCC11E06741
1544,0.2,1.07,8.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F00006666667E0FB566C1E17A148E4C386A41
1545,0.5,1.17,2.5,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000A4703D7EAEF071C15C8FC27D2D146241
1546,0.1,1.2,9.4,0.5,0,#FA6642,FA6642,0101000020110F00007B14AEA73EF94CC1A4703D4E3D8C7041
1547,0.4,1.06,2.2,0.5,0,#FFFFFF,FFFFFF,0101000020110F000014AE47618F2549C1AE47E15A76364AC1
1548,0.2,1.09,11.5,0.4,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5289F814CC15C8FC2D572635441
1549,0.3,1.09,7.4,0.5,0,#CBCDFE,CBCDFE,0101000020110F000000000030A8A561411F85EBA10C1C6F41
1550,0.3,1.04,8.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000C3F5285879137241C3F52850E2AE70C1
1551,0.2,1.07,5.1,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000F6285C2FAE7A41C1713D0A6FA82B6CC1
1552,0.4,1.04,5.2,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D6A1DF56D41D7A37055FA3865C1
1553,0.5,1.1,2.3,0.5,0,#FEAA52,FEAA52,0101000020110F0000666666EEF76662413333335790C071C1
1554,0.5,1.16,6.7,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000D7A37085BCCE63C1F6285C872FCD6541
1555,0.1,1.07,8.3,0.5,0,#FA6642,FA6642,0101000020110F0000EC51B89E8D9324C19A99995910DE4541
1556,0.1,1.2,6.7,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D427F1B6C417B14AE0775C166C1
1557,0.3,1.18,8.2,0.5,0,#FEAA52,FEAA52,0101000020110F0000E17A1406D6376941CDCCCC0C20DE3D41
1558,0.3,1.06,4.1,0.4,0,#FA6642,FA6642,0101000020110F0000EC51B8CAA801714114AE4741029242C1
1559,0.2,1.04,6.9,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000AE47E182909561C19A99992DC52B7041
1560,0.2,1.14,5.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC2F554A968411F85EB51DFE66FC1
1561,0.1,1.01,4.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B8B61A0C7041A4703D1A795351C1
1562,0.1,1.12,3.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000F6285C9FD8B26341666666AE576363C1
1563,0.4,1,2.7,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000A4703D72C7506D410AD7A3C890EB7241
1564,0.4,1.04,8.1,0.5,0,#666EFF,666EFF,0101000020110F00007B14AE5FA6E76EC1D7A3702DF47857C1
1565,0.5,1.07,5.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000333333D30D7F4CC15C8FC24D411868C1
1566,0.3,1.03,11.1,0.4,0,#F9F3A4,F9F3A4,0101000020110F00005C8FC275C55A4441713D0A7FB88E72C1
1567,0.3,1.15,3.5,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000EC51B8EEF9FC5DC1333333A371F16341
1568,0.5,1.03,7.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5389FAC6EC19A999955B24770C1
1569,0.3,1.08,9.7,0.5,0,#F9F3A4,F9F3A4,0101000020110F00007B14AEB7FA6962C1295C8F126FDB52C1
1570,0.5,1.14,11.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A57DC8B2E4152B81E0589BD2441
1571,0.4,1.01,3.4,0.7,0,#FFF464,FFF464,0101000020110F0000CDCCCC1C1C1155C16666666EB4FA6CC1
1572,0.1,1.04,10.5,0.6,0,#FA6642,FA6642,0101000020110F0000B81E85D348006AC1713D0A9F34CD67C1
1573,0.4,1.06,11,0.5,0,#CBCDFE,CBCDFE,0101000020110F00007B14AE7351BB724148E17A9482243E41
1574,0.4,1.04,7.2,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000B81E85EBF9BEF6C0000000A05D1B4DC1
1575,0.4,1.07,8.8,0.6,0,#FA6642,FA6642,0101000020110F0000EC51B8DEA4CD4CC13333337373905EC1
1576,0.3,1.16,3.9,0.6,0,#FA6642,FA6642,0101000020110F00007B14AEE7CA6E68C1A4703DAA380A65C1
1577,0.1,1.06,2.9,0.5,0,#F9F6CF,F9F6CF,0101000020110F00009A999959382262C18FC2F5E4EB6071C1
1578,0.2,1.11,6.4,0.6,0,#666EFF,666EFF,0101000020110F000085EB5198917F41C13333330F9E0170C1
1579,0.5,1.2,11,0.7,0,#CBCDFE,CBCDFE,0101000020110F000048E17AF4286446417B14AE6796DA71C1
1580,0.4,1.1,9.9,0.7,0,#F9F3A4,F9F3A4,0101000020110F00007B14AE07EE0F434148E17A70069F7041
1581,0.1,1.14,5.9,0.5,0,#8B96FF,8B96FF,0101000020110F000014AE479149E95941E17A14E617F36441
1582,0.3,1.1,9.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC2851AA461C1295C8FA208F845C1
1583,0.3,1.16,9.1,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A7752FA4141F6285CEF52DD5FC1
1584,0.3,1.18,11.6,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000D7A370FD0A4A5DC17B14AEF7C67F5641
1585,0.4,1.1,9.1,0.7,0,#FFF464,FFF464,0101000020110F0000C3F5280CC7165641C3F5285C09365CC1
1586,0.5,1.02,10.7,0.6,0,#FFF464,FFF464,0101000020110F000014AE47799D7262411F85EBFDE36871C1
1587,0.3,1.09,12,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000713D0ABF2D526CC1C3F528447A536741
1588,0.4,1.12,8.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F000052B81E8513EC2341666666E6A17944C1
1589,0.2,1.02,2,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E18A7BE85241A4703D4AB8BD48C1
1590,0.2,1.17,2.4,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000E17A141E1D8C62C17B14AE53258271C1
1591,0.4,1.1,5,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000AE47E15A02ED4DC18FC2F568B29D4241
1592,0.1,1.05,7.3,0.5,0,#666EFF,666EFF,0101000020110F0000EC51B87639FA63C152B81EA539E64AC1
1593,0.1,1.2,2,0.5,0,#F9F3A4,F9F3A4,0101000020110F000066666646D39C5C41666666EEF1287041
1594,0.2,1.03,3.4,0.6,0,#FA6642,FA6642,0101000020110F0000C3F5288053067141CDCCCCCC5A2A38C1
1595,0.4,1.08,10.1,0.4,0,#FA6642,FA6642,0101000020110F0000C3F5281CB2365D41666666A6699B71C1
1596,0.4,1.03,5.7,0.6,0,#E6E6F7,E6E6F7,0101000020110F0000E17A14AE8F067341F6285CE77AAA6C41
1597,0.4,1.2,8.1,0.6,0,#8B96FF,8B96FF,0101000020110F00009A99996911796941295C8F122A8D5041
1598,0.2,1.02,4.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5A8B58A6CC10AD7A3C8002C65C1
1599,0.4,1.18,11.5,0.4,0,#666EFF,666EFF,0101000020110F00003D0AD7A350A120C13333335BDC766941
1600,0.4,1.13,4.9,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000AE47E19AF9CF4EC185EB51F86ACC6641
1601,0.3,1.01,4,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000CDCCCCEC711048416666669A764371C1
1602,0.4,1.01,9.8,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000000000C8076E72C1EC51B816DC0260C1
1603,0.2,1.04,10.7,0.7,0,#FA6642,FA6642,0101000020110F000048E17AE41BF6714114AE476189224C41
1604,0.5,1.16,7.4,0.7,0,#E6E6F7,E6E6F7,0101000020110F00009A9999A9C45667C16666661EF4936C41
1605,0.5,1.18,11.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000666666B6F9ED544185EB5130EC8F6541
1606,0.2,1.18,8,0.5,0,#666EFF,666EFF,0101000020110F0000295C8FB24B186E4148E17AD44DB43AC1
1607,0.5,1.04,7.5,0.4,0,#F9F6CF,F9F6CF,0101000020110F00005C8FC22593755541D7A370E9484971C1
1608,0.5,1.06,8.3,0.4,0,#8B96FF,8B96FF,0101000020110F0000EC51B8D6043972C1666666A6F1FE4CC1
1609,0.3,1.19,10.8,0.7,0,#FEAA52,FEAA52,0101000020110F0000EC51B81E054E0941CDCCCC4C00F420C1
1610,0.5,1,4.7,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000713D0AF717975741F6285C4FBE903CC1
1611,0.4,1,4.7,0.4,0,#FFF464,FFF464,0101000020110F00001F85EB69BE016941AE47E1BE53B870C1
1612,0.1,1.2,4.1,0.7,0,#666EFF,666EFF,0101000020110F0000D7A3703D47E16D41295C8F32FCD668C1
1613,0.4,1.1,10.2,0.5,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F568E3076A410AD7A360BA9457C1
1614,0.5,1.14,10.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E1DADE6545C13D0AD74356994E41
1615,0.2,1.12,6.6,0.6,0,#E6E6F7,E6E6F7,0101000020110F00009A9999A989B76F41CDCCCCAC29315DC1
1616,0.1,1.19,4.4,0.4,0,#8B96FF,8B96FF,0101000020110F000048E17A5C046B714114AE47E159862E41
1617,0.1,1.06,3.7,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000D7A370F549F46241B81E85EB490F23C1
1618,0.3,1.16,9,0.7,0,#F9F3A4,F9F3A4,0101000020110F000014AE474925E3604148E17AE4EDDC6241
1619,0.2,1.07,11.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F00003D0AD7BB3DDA614114AE471127D66EC1
1620,0.4,1.13,10.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A8B470E72C1F6285C3F3CE06B41
1621,0.4,1.1,9.5,0.7,0,#8B96FF,8B96FF,0101000020110F00007B14AE3F166A66C1C3F52854364861C1
1622,0.5,1.1,3.5,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000000000604CD65B4152B81E0525E75141
1623,0.5,1.08,7.6,0.6,0,#FEAA52,FEAA52,0101000020110F000052B81EE5A9F25241C3F528B46A796641
1624,0.1,1.08,11.4,0.6,0,#8B96FF,8B96FF,0101000020110F00000AD7A380FE155AC1AE47E19AFD8272C1
1625,0.5,1.05,3.7,0.5,0,#666EFF,666EFF,0101000020110F00001F85EB51E5A441C19A9999FD48C170C1
1626,0.2,1,6.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F00006666666629BD1C41C3F528A492F16FC1
1627,0.2,1.03,9,0.4,0,#CBCDFE,CBCDFE,0101000020110F00008FC2F54010ED61415C8FC24D406761C1
1628,0.2,1.17,11.5,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000C3F528FC5AA771C18FC2F590CB706441
1629,0.3,1.11,3.8,0.4,0,#E6E6F7,E6E6F7,0101000020110F000085EB5118AAC448C1295C8F8A917F64C1
1630,0.5,1.12,2.7,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B88E77826E41F6285C5F32595E41
1631,0.1,1.17,8.4,0.5,0,#666EFF,666EFF,0101000020110F000085EB51F8883B6EC1F6285CAF306562C1
1632,0.2,1.11,8.8,0.6,0,#FA6642,FA6642,0101000020110F0000AE47E1F2541971C16666667EB4896C41
1633,0.5,1.08,8.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5800BEF694185EB5170B8F57241
1634,0.4,1.06,3.5,0.7,0,#F9F3A4,F9F3A4,0101000020110F00005C8FC2B54B2C3241AE47E1FA800962C1
1635,0.2,1.18,9.1,0.6,0,#FFF464,FFF464,0101000020110F0000CDCCCC84D3AA6341CDCCCCACFA4956C1
1636,0.4,1.03,2.9,0.5,0,#666EFF,666EFF,0101000020110F0000333333733C8140C1C3F528B46B1E6141
1637,0.4,1,2.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000295C8F82185541C1C3F5289CA87066C1
1638,0.2,1.14,10.1,0.5,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A3D037C467C10000002871066841
1639,0.5,1.12,7.2,0.6,0,#FFFFFF,FFFFFF,0101000020110F000014AE47D99E526BC13D0AD7034C1046C1
1640,0.4,1.13,4.5,0.5,0,#FEAA52,FEAA52,0101000020110F00003D0AD7A3DCA256C1CDCCCCCCA17015C1
1641,0.5,1.02,9.5,0.4,0,#FFF464,FFF464,0101000020110F00003D0AD78B29FC61C1F6285C3760436341
1642,0.3,1.02,10.1,0.4,0,#FFF464,FFF464,0101000020110F00008FC2F5885BD25A41CDCCCC646E277041
1643,0.4,1.02,7.1,0.6,0,#FA6642,FA6642,0101000020110F0000F6285CD713E671C1EC51B852C5AE7141
1644,0.1,1.13,4,0.5,0,#8B96FF,8B96FF,0101000020110F0000333333FB430866C1D7A3706DC66F58C1
1645,0.4,1.03,8.8,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000666666A628F532C1EC51B86E421E6AC1
1646,0.1,1.06,5.8,0.6,0,#666EFF,666EFF,0101000020110F00001F85EBF9A0C86E41295C8F12EDE77241
1647,0.5,1.15,4.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000A4703DA6B388724114AE472164603F41
1648,0.3,1,9.7,0.5,0,#666EFF,666EFF,0101000020110F0000E17A140EC27150C148E17AB498214E41
1649,0.5,1.01,11.3,0.4,0,#FA6642,FA6642,0101000020110F0000E17A14BE168B6DC1CDCCCCF4E42F6E41
1650,0.3,1.1,11.7,0.5,0,#FFFFFF,FFFFFF,0101000020110F00003D0AD7E331CE62C1CDCCCC34F2E362C1
1651,0.5,1.14,2.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F000085EB516895A363C1CDCCCC6CA74A6C41
1652,0.5,1.15,2.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F000085EB516871746041713D0A7770E45041
1653,0.2,1.19,4.1,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D0A62234A41F6285C6FD52B6DC1
1654,0.1,1.12,7.3,0.7,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A3B4D3957241713D0AC7B5C96DC1
1655,0.4,1.19,6.6,0.4,0,#666EFF,666EFF,0101000020110F0000AE47E17ADDB036C1E17A14AE89A60FC1
1656,0.5,1.05,7.1,0.5,0,#E6E6F7,E6E6F7,0101000020110F000066666696FAA4684114AE47B1972C58C1
1657,0.2,1.2,3.1,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000C3F5284CA6E65DC1666666F6434656C1
1658,0.3,1.01,10.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000B81E858FA49271C17B14AE07404654C1
1659,0.4,1.12,11.9,0.6,0,#8B96FF,8B96FF,0101000020110F00005C8FC23586C164C15C8FC2ADC8C66BC1
1660,0.3,1.05,12,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000AE47E1FAA96C23C1713D0A370E664BC1
1661,0.4,1.01,2.5,0.4,0,#FA6642,FA6642,0101000020110F0000E17A14B657C462C1F6285CEF44D16041
1662,0.3,1.2,10.8,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000AE47E15A0BC265C133333373CFA55C41
1663,0.3,1.04,12,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000EC51B81E5A6A64C19A999905532871C1
1664,0.5,1.05,6,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000B81E85AB4FE75041E17A14C6AC9A6F41
1665,0.4,1.08,4.7,0.6,0,#FA6642,FA6642,0101000020110F0000F6285CDF98155A418FC2F5481DFA6741
1666,0.3,1.12,6.2,0.6,0,#666EFF,666EFF,0101000020110F000048E17A74445E42419A999901983B6441
1667,0.2,1.03,4.4,0.6,0,#8B96FF,8B96FF,0101000020110F0000EC51B886A318634152B81EF5650D6141
1668,0.5,1.04,11.7,0.6,0,#666EFF,666EFF,0101000020110F000048E17A74025E46C13D0AD7C3673160C1
1669,0.3,1.03,7.5,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000EC51B8DE918972C10000007441777141
1670,0.4,1.1,8.5,0.6,0,#8B96FF,8B96FF,0101000020110F00001F85EB71E71455C1713D0AD78BB316C1
1671,0.3,1.16,8.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F00007B14AE279A3D4F417B14AEBF6E7E6341
1672,0.5,1.2,7.2,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000C3F528AC1BBB53C1EC51B876363070C1
1673,0.5,1.19,11.5,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000B81E858B427C47417B14AEA7C90F66C1
1674,0.2,1,6.7,0.4,0,#666EFF,666EFF,0101000020110F00001F85EB7188C157C1666666F661F05CC1
1675,0.4,1.02,7.6,0.6,0,#FA6642,FA6642,0101000020110F0000EC51B81E33E06341EC51B8CECA3665C1
1676,0.1,1.14,6.8,0.4,0,#666EFF,666EFF,0101000020110F00008FC2F5A89DE35141AE47E1FA17845AC1
1677,0.4,1.08,5.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F00009A999949B5D87241EC51B8025EAD70C1
1678,0.4,1.03,10.8,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E1BA73B25F4148E17AD4D67765C1
1679,0.4,1.09,9.2,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000333333B3B45D6541713D0A9F64DE6FC1
1680,0.2,1.03,2.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F550F80067C185EB51B88E6C5041
1681,0.3,1.05,11.7,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000C3F5287CD96F70416666667EA8EA6841
1682,0.4,1.12,4.1,0.5,0,#FEAA52,FEAA52,0101000020110F00003D0AD7C7724E71C1F6285C2FD2DF4741
1683,0.3,1.13,2.8,0.4,0,#8B96FF,8B96FF,0101000020110F00006666668E73D96CC11F85EBB18F6A4041
1684,0.4,1.16,9.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C1F7F3A51C1B81E85EBB91158C1
1685,0.1,1.09,6.2,0.5,0,#FA6642,FA6642,0101000020110F0000D7A370FD20A26941CDCCCC44563B6E41
1686,0.1,1.13,5.2,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000F6285C3B652E70C1EC51B8DEF9BB5A41
1687,0.3,1.08,4.8,0.5,0,#FEAA52,FEAA52,0101000020110F000048E17A3C8BCD71417B14AEF7494B6C41
1688,0.4,1.09,6.9,0.7,0,#FFF464,FFF464,0101000020110F0000AE47E1C2494D62C1333333BB6ED671C1
1689,0.4,1.08,2.6,0.5,0,#F9F6CF,F9F6CF,0101000020110F000048E17AC4BCE95D41AE47E19EC0107241
1690,0.2,1.17,9.5,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000333333D3447845C1000000208F845641
1691,0.5,1.13,7.6,0.5,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A370581B5F41666666BE111160C1
1692,0.3,1.04,2,0.7,0,#F9F3A4,F9F3A4,0101000020110F000048E17A6CD8D06441666666CE9CF971C1
1693,0.3,1.14,10,0.6,0,#CBCDFE,CBCDFE,0101000020110F00001F85EBF11DEC5EC185EB51B888F972C1
1694,0.5,1.06,6.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A77CB8762419A9999F91B6963C1
1695,0.2,1.02,9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000C3F528B86B8E7041000000B00DC753C1
1696,0.3,1.15,5.5,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B80E7F0750C13D0AD783397B62C1
1697,0.4,1.01,7.7,0.4,0,#FA6642,FA6642,0101000020110F000014AE4731F5AF6BC185EB5170CCC765C1
1698,0.3,1.13,2.2,0.5,0,#CBCDFE,CBCDFE,0101000020110F000052B81E7558696BC1B81E85EBD1766E41
1699,0.4,1.18,8.9,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528FCC2A860C100000040EC1E46C1
1700,0.1,1.2,9.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F000052B81EAD92EB65C1713D0AA76E0D7341
1701,0.1,1.2,6.5,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000666666E63A1D5DC152B81EA534CF6E41
1702,0.5,1.19,10.3,0.5,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC22937BE72C114AE47E1F8C931C1
1703,0.3,1.18,3.9,0.4,0,#FEAA52,FEAA52,0101000020110F000014AE471D82AB7041AE47E1AAF89654C1
1704,0.3,1.15,7.5,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B8D6545B6AC16666661EBFFE7041
1705,0.4,1.1,5.1,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000B81E853BE1D172C1E17A14BE3B615A41
1706,0.3,1,8.3,0.4,0,#FEAA52,FEAA52,0101000020110F00001F85EB7D676871C1295C8F8E10D07141
1707,0.2,1.2,11.5,0.4,0,#E6E6F7,E6E6F7,0101000020110F000033333313BA7A67415C8FC2C13E0672C1
1708,0.2,1.03,3,0.7,0,#8B96FF,8B96FF,0101000020110F00008FC2F58851BB50413D0AD793F7BD72C1
1709,0.2,1.14,8,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C4F4DB867C152B81ED9520871C1
1710,0.1,1.05,9.6,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000295C8F024DD83E411F85EB4975C36241
1711,0.2,1.12,4.2,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000C3F52814DB2D6C4148E17A4467577241
1712,0.4,1.02,9.3,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D92B13D61413333337319094341
1713,0.1,1.01,6,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000B81E8563B99D6C4185EB51E8DF3D6DC1
1714,0.5,1,2.5,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B81E8596A1C03D0AD7239DEC4041
1715,0.1,1.02,10.6,0.5,0,#FEAA52,FEAA52,0101000020110F0000AE47E11244E56B41713D0AF708AC4D41
1716,0.2,1.17,4.4,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000F6285CBFEC865541CDCCCCCC7490FE40
1717,0.2,1.02,9.8,0.4,0,#FA6642,FA6642,0101000020110F000014AE4701E3187241F6285CBFBF5854C1
1718,0.5,1.07,3.1,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000EC51B846C49A6B418FC2F5E8467B4641
1719,0.2,1.11,6.4,0.7,0,#FFFFFF,FFFFFF,0101000020110F00003333330356465041EC51B83E289D6241
1720,0.3,1.09,6,0.4,0,#CBCDFE,CBCDFE,0101000020110F000085EB51E829BE7241A4703D0A475542C1
1721,0.3,1.17,6.6,0.4,0,#CBCDFE,CBCDFE,0101000020110F000033333323EE185EC1D7A37075820E6341
1722,0.1,1,7.1,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000B81E854341ED7041F6285CFF101154C1
1723,0.3,1.04,9.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F000048E17AF45E9353410AD7A30092A86A41
1724,0.3,1.04,11.6,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B8BE2EDB68419A9999213B357041
1725,0.1,1.15,10,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000EC51B836A79F71C1EC51B876A4E772C1
1726,0.2,1.18,8.5,0.6,0,#8B96FF,8B96FF,0101000020110F0000A4703D5A48D261C16666666E658E6241
1727,0.1,1.18,11.9,0.5,0,#8B96FF,8B96FF,0101000020110F0000713D0A57F78F5BC1D7A370BD95DD4F41
1728,0.3,1.16,7.7,0.4,0,#FFF464,FFF464,0101000020110F0000CDCCCC4CBB986AC15C8FC2E5CDA068C1
1729,0.5,1.2,9.3,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000333333E39AD756C1F6285CFFEE136941
1730,0.1,1.2,2.4,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000AE47E1FAD4602AC15C8FC26D8E8C6641
1731,0.5,1.15,8,0.4,0,#CBCDFE,CBCDFE,0101000020110F00007B14AE0FD4C863413D0AD7BB62B66BC1
1732,0.4,1.02,2,0.5,0,#FFFFFF,FFFFFF,0101000020110F000014AE4781E28542416666666EEB1D61C1
1733,0.5,1.12,11.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F000033333333959872415C8FC2953E8D6A41
1734,0.1,1.11,4.8,0.6,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3E0721B54C16666669649815B41
1735,0.2,1.17,3.2,0.4,0,#FEAA52,FEAA52,0101000020110F0000C3F528FC706C5B41000000E008376CC1
1736,0.2,1.14,7,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000295C8F1AFA8E6CC1AE47E1FA87174141
1737,0.2,1.07,6.5,0.6,0,#8B96FF,8B96FF,0101000020110F000014AE47E122D5114152B81E3DA6916EC1
1738,0.2,1.01,2.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F000000000008A4556941F6285CFF1BCF69C1
1739,0.4,1.09,8.5,0.5,0,#F9F3A4,F9F3A4,0101000020110F000014AE4731957D6A41AE47E17AC7C516C1
1740,0.2,1.17,7.6,0.7,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC26D1B8E6DC185EB5198AB775EC1
1741,0.2,1.18,11.6,0.7,0,#FEAA52,FEAA52,0101000020110F000066666636EE286841C3F528C4DD196241
1742,0.2,1.12,8,0.7,0,#FFFFFF,FFFFFF,0101000020110F000048E17A242C2B60C152B81E152DD855C1
1743,0.3,1.03,11.7,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000D7A3707DEEE55FC1AE47E17A24865841
1744,0.5,1.14,7.3,0.6,0,#8B96FF,8B96FF,0101000020110F0000713D0A97DD2A6CC10AD7A3D0918F4B41
1745,0.5,1.2,11.1,0.5,0,#F9F6CF,F9F6CF,0101000020110F00009A9999C1BDFE6741EC51B81E53AC28C1
1746,0.3,1.04,5.9,0.7,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC2355FBA52415C8FC235B62B5041
1747,0.1,1.15,3.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F000014AE4701F6B85EC114AE478D858D7241
