id,zoom,quadrant,sector,sub_sector,name,x,y,the_geom
3423,4,Theta,8-C8,79,Theta-8-C8-79,46,52,0103000020110F000001000000050000009A99D97DACE761410200007A75E667C19A99D97DACE761419C9919C0611869C190C2757518B660419C9919C0611869C190C2757518B660410200007A75E667C19A99D97DACE761410200007A75E667C1
3424,4,Theta,8-C8,80,Theta-8-C8-80,47,52,0103000020110F000001000000050000009A99D97DACE761419C9919C0611869C19A99D97DACE761410200007A75E667C1A4703D86401963410200007A75E667C1A4703D86401963419C9919C0611869C19A99D97DACE761419C9919C0611869C1
3425,4,Theta,5-C1,81,Theta-5-C1-81,32,53,0103000020110F00000100000005000000A4703D86401923419C9919C0611869C1A4703D8640192341353333064E4A6AC10000000000000000353333064E4A6AC100000000000000009C9919C0611869C1A4703D86401923419C9919C0611869C1
3426,4,Theta,5-C1,82,Theta-5-C1-82,33,53,0103000020110F00000100000005000000A4703D86401923419C9919C0611869C1A4703D86401933419C9919C0611869C1A4703D8640193341353333064E4A6AC1A4703D8640192341353333064E4A6AC1A4703D86401923419C9919C0611869C1
3427,4,Theta,5-C2,83,Theta-5-C2-83,34,53,0103000020110F00000100000005000000F6285CC9E0A53C419C9919C0611869C1F6285CC9E0A53C41353333064E4A6AC1A4703D8640193341353333064E4A6AC1A4703D86401933419C9919C0611869C1F6285CC9E0A53C419C9919C0611869C1
3428,4,Theta,5-C2,84,Theta-5-C2-84,35,53,0103000020110F00000100000005000000F6285CC9E0A53C419C9919C0611869C1A4703D86401943419C9919C0611869C1A4703D8640194341353333064E4A6AC1F6285CC9E0A53C41353333064E4A6AC1F6285CC9E0A53C419C9919C0611869C1
3429,4,Theta,6-C3,85,Theta-6-C3-85,36,53,0103000020110F00000100000005000000CDCCCCA790DF47419C9919C0611869C1CDCCCCA790DF4741353333064E4A6AC1A4703D8640194341353333064E4A6AC1A4703D86401943419C9919C0611869C1CDCCCCA790DF47419C9919C0611869C1
3430,4,Theta,6-C3,86,Theta-6-C3-86,37,53,0103000020110F00000100000005000000CDCCCCA790DF47419C9919C0611869C1F6285CC9E0A54C419C9919C0611869C1F6285CC9E0A54C41353333064E4A6AC1CDCCCCA790DF4741353333064E4A6AC1CDCCCCA790DF47419C9919C0611869C1
3431,4,Theta,6-C4,87,Theta-6-C4-87,38,53,0103000020110F0000010000000500000090C2757518B650419C9919C0611869C190C2757518B65041353333064E4A6AC1F6285CC9E0A54C41353333064E4A6AC1F6285CC9E0A54C419C9919C0611869C190C2757518B650419C9919C0611869C1
3432,4,Theta,6-C4,88,Theta-6-C4-88,39,53,0103000020110F0000010000000500000090C2757518B650419C9919C0611869C1A4703D86401953419C9919C0611869C1A4703D8640195341353333064E4A6AC190C2757518B65041353333064E4A6AC190C2757518B650419C9919C0611869C1
3433,4,Theta,7-C5,89,Theta-7-C5-89,40,53,0103000020110F00000100000005000000B81E0597687C55419C9919C0611869C1B81E0597687C5541353333064E4A6AC1A4703D8640195341353333064E4A6AC1A4703D86401953419C9919C0611869C1B81E0597687C55419C9919C0611869C1
3434,4,Theta,7-C5,90,Theta-7-C5-90,41,53,0103000020110F00000100000005000000B81E0597687C55419C9919C0611869C1CDCCCCA790DF57419C9919C0611869C1CDCCCCA790DF5741353333064E4A6AC1B81E0597687C5541353333064E4A6AC1B81E0597687C55419C9919C0611869C1
3435,4,Theta,7-C6,91,Theta-7-C6-91,42,53,0103000020110F00000100000005000000E27A94B8B8425A419C9919C0611869C1E27A94B8B8425A41353333064E4A6AC1CDCCCCA790DF5741353333064E4A6AC1CDCCCCA790DF57419C9919C0611869C1E27A94B8B8425A419C9919C0611869C1
3436,4,Theta,7-C6,92,Theta-7-C6-92,43,53,0103000020110F00000100000005000000E27A94B8B8425A419C9919C0611869C1F6285CC9E0A55C419C9919C0611869C1F6285CC9E0A55C41353333064E4A6AC1E27A94B8B8425A41353333064E4A6AC1E27A94B8B8425A419C9919C0611869C1
3437,4,Theta,8-C7,93,Theta-8-C7-93,44,53,0103000020110F000001000000050000000BD723DA08095F419C9919C0611869C10BD723DA08095F41353333064E4A6AC1F6285CC9E0A55C41353333064E4A6AC1F6285CC9E0A55C419C9919C0611869C10BD723DA08095F419C9919C0611869C1
3438,4,Theta,8-C7,94,Theta-8-C7-94,45,53,0103000020110F000001000000050000000BD723DA08095F419C9919C0611869C190C2757518B660419C9919C0611869C190C2757518B66041353333064E4A6AC10BD723DA08095F41353333064E4A6AC10BD723DA08095F419C9919C0611869C1
3439,4,Theta,8-C8,95,Theta-8-C8-95,46,53,0103000020110F000001000000050000009A99D97DACE761419C9919C0611869C19A99D97DACE76141353333064E4A6AC190C2757518B66041353333064E4A6AC190C2757518B660419C9919C0611869C19A99D97DACE761419C9919C0611869C1
3440,4,Theta,8-C8,96,Theta-8-C8-96,47,53,0103000020110F000001000000050000009A99D97DACE761419C9919C0611869C1A4703D86401963419C9919C0611869C1A4703D8640196341353333064E4A6AC19A99D97DACE76141353333064E4A6AC19A99D97DACE761419C9919C0611869C1
3441,4,Theta,5-D1,97,Theta-5-D1-97,32,54,0103000020110F00000100000005000000A4703D8640192341353333064E4A6AC1A4703D8640192341CECC4C4C3A7C6BC10000000000000000CECC4C4C3A7C6BC10000000000000000353333064E4A6AC1A4703D8640192341353333064E4A6AC1
3442,4,Theta,5-D1,98,Theta-5-D1-98,33,54,0103000020110F00000100000005000000A4703D8640192341CECC4C4C3A7C6BC1A4703D8640192341353333064E4A6AC1A4703D8640193341353333064E4A6AC1A4703D8640193341CECC4C4C3A7C6BC1A4703D8640192341CECC4C4C3A7C6BC1
3443,4,Theta,5-D2,99,Theta-5-D2-99,34,54,0103000020110F00000100000005000000A4703D8640193341CECC4C4C3A7C6BC1A4703D8640193341353333064E4A6AC1F6285CC9E0A53C41353333064E4A6AC1F6285CC9E0A53C41CECC4C4C3A7C6BC1A4703D8640193341CECC4C4C3A7C6BC1
3444,4,Theta,5-D2,100,Theta-5-D2-100,35,54,0103000020110F00000100000005000000A4703D8640194341CECC4C4C3A7C6BC1F6285CC9E0A53C41CECC4C4C3A7C6BC1F6285CC9E0A53C41353333064E4A6AC1A4703D8640194341353333064E4A6AC1A4703D8640194341CECC4C4C3A7C6BC1
3445,4,Theta,6-D3,101,Theta-6-D3-101,36,54,0103000020110F00000100000005000000CDCCCCA790DF4741353333064E4A6AC1CDCCCCA790DF4741CECC4C4C3A7C6BC1A4703D8640194341CECC4C4C3A7C6BC1A4703D8640194341353333064E4A6AC1CDCCCCA790DF4741353333064E4A6AC1
3446,4,Theta,6-D3,102,Theta-6-D3-102,37,54,0103000020110F00000100000005000000CDCCCCA790DF4741CECC4C4C3A7C6BC1CDCCCCA790DF4741353333064E4A6AC1F6285CC9E0A54C41353333064E4A6AC1F6285CC9E0A54C41CECC4C4C3A7C6BC1CDCCCCA790DF4741CECC4C4C3A7C6BC1
3447,4,Theta,6-D4,103,Theta-6-D4-103,38,54,0103000020110F00000100000005000000F6285CC9E0A54C41CECC4C4C3A7C6BC1F6285CC9E0A54C41353333064E4A6AC190C2757518B65041353333064E4A6AC190C2757518B65041CECC4C4C3A7C6BC1F6285CC9E0A54C41CECC4C4C3A7C6BC1
3448,4,Theta,6-D4,104,Theta-6-D4-104,39,54,0103000020110F00000100000005000000A4703D8640195341CECC4C4C3A7C6BC190C2757518B65041CECC4C4C3A7C6BC190C2757518B65041353333064E4A6AC1A4703D8640195341353333064E4A6AC1A4703D8640195341CECC4C4C3A7C6BC1
3449,4,Theta,7-D5,105,Theta-7-D5-105,40,54,0103000020110F00000100000005000000B81E0597687C5541353333064E4A6AC1B81E0597687C5541CECC4C4C3A7C6BC1A4703D8640195341CECC4C4C3A7C6BC1A4703D8640195341353333064E4A6AC1B81E0597687C5541353333064E4A6AC1
3450,4,Theta,7-D5,106,Theta-7-D5-106,41,54,0103000020110F00000100000005000000B81E0597687C5541CECC4C4C3A7C6BC1B81E0597687C5541353333064E4A6AC1CDCCCCA790DF5741353333064E4A6AC1CDCCCCA790DF5741CECC4C4C3A7C6BC1B81E0597687C5541CECC4C4C3A7C6BC1
3451,4,Theta,7-D6,107,Theta-7-D6-107,42,54,0103000020110F00000100000005000000CDCCCCA790DF5741CECC4C4C3A7C6BC1CDCCCCA790DF5741353333064E4A6AC1E27A94B8B8425A41353333064E4A6AC1E27A94B8B8425A41CECC4C4C3A7C6BC1CDCCCCA790DF5741CECC4C4C3A7C6BC1
3452,4,Theta,7-D6,108,Theta-7-D6-108,43,54,0103000020110F00000100000005000000F6285CC9E0A55C41CECC4C4C3A7C6BC1E27A94B8B8425A41CECC4C4C3A7C6BC1E27A94B8B8425A41353333064E4A6AC1F6285CC9E0A55C41353333064E4A6AC1F6285CC9E0A55C41CECC4C4C3A7C6BC1
3453,4,Theta,8-D7,109,Theta-8-D7-109,44,54,0103000020110F000001000000050000000BD723DA08095F41353333064E4A6AC10BD723DA08095F41CECC4C4C3A7C6BC1F6285CC9E0A55C41CECC4C4C3A7C6BC1F6285CC9E0A55C41353333064E4A6AC10BD723DA08095F41353333064E4A6AC1
3454,4,Theta,8-D7,110,Theta-8-D7-110,45,54,0103000020110F000001000000050000000BD723DA08095F41CECC4C4C3A7C6BC10BD723DA08095F41353333064E4A6AC190C2757518B66041353333064E4A6AC190C2757518B66041CECC4C4C3A7C6BC10BD723DA08095F41CECC4C4C3A7C6BC1
3455,4,Theta,8-D8,111,Theta-8-D8-111,46,54,0103000020110F0000010000000500000090C2757518B66041CECC4C4C3A7C6BC190C2757518B66041353333064E4A6AC19A99D97DACE76141353333064E4A6AC19A99D97DACE76141CECC4C4C3A7C6BC190C2757518B66041CECC4C4C3A7C6BC1
3456,4,Theta,8-D8,112,Theta-8-D8-112,47,54,0103000020110F00000100000005000000A4703D8640196341CECC4C4C3A7C6BC19A99D97DACE76141CECC4C4C3A7C6BC19A99D97DACE76141353333064E4A6AC1A4703D8640196341353333064E4A6AC1A4703D8640196341CECC4C4C3A7C6BC1
3457,4,Theta,5-D1,113,Theta-5-D1-113,32,55,0103000020110F00000100000005000000A4703D8640192341CECC4C4C3A7C6BC1A4703D86401923416866669226AE6CC100000000000000006866669226AE6CC10000000000000000CECC4C4C3A7C6BC1A4703D8640192341CECC4C4C3A7C6BC1
3458,4,Theta,5-D1,114,Theta-5-D1-114,33,55,0103000020110F00000100000005000000A4703D8640192341CECC4C4C3A7C6BC1A4703D8640193341CECC4C4C3A7C6BC1A4703D86401933416866669226AE6CC1A4703D86401923416866669226AE6CC1A4703D8640192341CECC4C4C3A7C6BC1
3459,4,Theta,5-D2,115,Theta-5-D2-115,34,55,0103000020110F00000100000005000000F6285CC9E0A53C416866669226AE6CC1A4703D86401933416866669226AE6CC1A4703D8640193341CECC4C4C3A7C6BC1F6285CC9E0A53C41CECC4C4C3A7C6BC1F6285CC9E0A53C416866669226AE6CC1
3460,4,Theta,5-D2,116,Theta-5-D2-116,35,55,0103000020110F00000100000005000000A4703D8640194341CECC4C4C3A7C6BC1A4703D86401943416866669226AE6CC1F6285CC9E0A53C416866669226AE6CC1F6285CC9E0A53C41CECC4C4C3A7C6BC1A4703D8640194341CECC4C4C3A7C6BC1
3461,4,Theta,6-D3,117,Theta-6-D3-117,36,55,0103000020110F00000100000005000000CDCCCCA790DF4741CECC4C4C3A7C6BC1CDCCCCA790DF47416866669226AE6CC1A4703D86401943416866669226AE6CC1A4703D8640194341CECC4C4C3A7C6BC1CDCCCCA790DF4741CECC4C4C3A7C6BC1
3462,4,Theta,6-D3,118,Theta-6-D3-118,37,55,0103000020110F00000100000005000000CDCCCCA790DF4741CECC4C4C3A7C6BC1F6285CC9E0A54C41CECC4C4C3A7C6BC1F6285CC9E0A54C416866669226AE6CC1CDCCCCA790DF47416866669226AE6CC1CDCCCCA790DF4741CECC4C4C3A7C6BC1
3463,4,Theta,6-D4,119,Theta-6-D4-119,38,55,0103000020110F0000010000000500000090C2757518B650416866669226AE6CC1F6285CC9E0A54C416866669226AE6CC1F6285CC9E0A54C41CECC4C4C3A7C6BC190C2757518B65041CECC4C4C3A7C6BC190C2757518B650416866669226AE6CC1
3464,4,Theta,6-D4,120,Theta-6-D4-120,39,55,0103000020110F00000100000005000000A4703D8640195341CECC4C4C3A7C6BC1A4703D86401953416866669226AE6CC190C2757518B650416866669226AE6CC190C2757518B65041CECC4C4C3A7C6BC1A4703D8640195341CECC4C4C3A7C6BC1
3465,4,Theta,7-D5,121,Theta-7-D5-121,40,55,0103000020110F00000100000005000000B81E0597687C5541CECC4C4C3A7C6BC1B81E0597687C55416866669226AE6CC1A4703D86401953416866669226AE6CC1A4703D8640195341CECC4C4C3A7C6BC1B81E0597687C5541CECC4C4C3A7C6BC1
3466,4,Theta,7-D5,122,Theta-7-D5-122,41,55,0103000020110F00000100000005000000B81E0597687C5541CECC4C4C3A7C6BC1CDCCCCA790DF5741CECC4C4C3A7C6BC1CDCCCCA790DF57416866669226AE6CC1B81E0597687C55416866669226AE6CC1B81E0597687C5541CECC4C4C3A7C6BC1
3467,4,Theta,7-D6,123,Theta-7-D6-123,42,55,0103000020110F00000100000005000000E27A94B8B8425A416866669226AE6CC1CDCCCCA790DF57416866669226AE6CC1CDCCCCA790DF5741CECC4C4C3A7C6BC1E27A94B8B8425A41CECC4C4C3A7C6BC1E27A94B8B8425A416866669226AE6CC1
3468,4,Theta,7-D6,124,Theta-7-D6-124,43,55,0103000020110F00000100000005000000F6285CC9E0A55C41CECC4C4C3A7C6BC1F6285CC9E0A55C416866669226AE6CC1E27A94B8B8425A416866669226AE6CC1E27A94B8B8425A41CECC4C4C3A7C6BC1F6285CC9E0A55C41CECC4C4C3A7C6BC1
3469,4,Theta,8-D7,125,Theta-8-D7-125,44,55,0103000020110F000001000000050000000BD723DA08095F41CECC4C4C3A7C6BC10BD723DA08095F416866669226AE6CC1F6285CC9E0A55C416866669226AE6CC1F6285CC9E0A55C41CECC4C4C3A7C6BC10BD723DA08095F41CECC4C4C3A7C6BC1
3470,4,Theta,8-D7,126,Theta-8-D7-126,45,55,0103000020110F000001000000050000000BD723DA08095F41CECC4C4C3A7C6BC190C2757518B66041CECC4C4C3A7C6BC190C2757518B660416866669226AE6CC10BD723DA08095F416866669226AE6CC10BD723DA08095F41CECC4C4C3A7C6BC1
3471,4,Theta,8-D8,127,Theta-8-D8-127,46,55,0103000020110F000001000000050000009A99D97DACE761416866669226AE6CC190C2757518B660416866669226AE6CC190C2757518B66041CECC4C4C3A7C6BC19A99D97DACE76141CECC4C4C3A7C6BC19A99D97DACE761416866669226AE6CC1
3472,4,Theta,8-D8,128,Theta-8-D8-128,47,55,0103000020110F00000100000005000000A4703D8640196341CECC4C4C3A7C6BC1A4703D86401963416866669226AE6CC19A99D97DACE761416866669226AE6CC19A99D97DACE76141CECC4C4C3A7C6BC1A4703D8640196341CECC4C4C3A7C6BC1
3473,4,Theta,9-E1,129,Theta-9-E1-129,32,56,0103000020110F00000100000005000000A4703D86401923416866669226AE6CC1A4703D8640192341020080D812E06DC10000000000000000020080D812E06DC100000000000000006866669226AE6CC1A4703D86401923416866669226AE6CC1
3474,4,Theta,9-E1,130,Theta-9-E1-130,33,56,0103000020110F00000100000005000000A4703D8640192341020080D812E06DC1A4703D86401923416866669226AE6CC1A4703D86401933416866669226AE6CC1A4703D8640193341020080D812E06DC1A4703D8640192341020080D812E06DC1
3475,4,Theta,9-E2,131,Theta-9-E2-131,34,56,0103000020110F00000100000005000000F6285CC9E0A53C416866669226AE6CC1F6285CC9E0A53C41020080D812E06DC1A4703D8640193341020080D812E06DC1A4703D86401933416866669226AE6CC1F6285CC9E0A53C416866669226AE6CC1
3476,4,Theta,9-E2,132,Theta-9-E2-132,35,56,0103000020110F00000100000005000000F6285CC9E0A53C41020080D812E06DC1F6285CC9E0A53C416866669226AE6CC1A4703D86401943416866669226AE6CC1A4703D8640194341020080D812E06DC1F6285CC9E0A53C41020080D812E06DC1
3477,4,Theta,10-E3,133,Theta-10-E3-133,36,56,0103000020110F00000100000005000000CDCCCCA790DF47416866669226AE6CC1CDCCCCA790DF4741020080D812E06DC1A4703D8640194341020080D812E06DC1A4703D86401943416866669226AE6CC1CDCCCCA790DF47416866669226AE6CC1
3478,4,Theta,10-E3,134,Theta-10-E3-134,37,56,0103000020110F00000100000005000000CDCCCCA790DF4741020080D812E06DC1CDCCCCA790DF47416866669226AE6CC1F6285CC9E0A54C416866669226AE6CC1F6285CC9E0A54C41020080D812E06DC1CDCCCCA790DF4741020080D812E06DC1
3479,4,Theta,10-E4,135,Theta-10-E4-135,38,56,0103000020110F0000010000000500000090C2757518B650416866669226AE6CC190C2757518B65041020080D812E06DC1F6285CC9E0A54C41020080D812E06DC1F6285CC9E0A54C416866669226AE6CC190C2757518B650416866669226AE6CC1
3480,4,Theta,10-E4,136,Theta-10-E4-136,39,56,0103000020110F0000010000000500000090C2757518B65041020080D812E06DC190C2757518B650416866669226AE6CC1A4703D86401953416866669226AE6CC1A4703D8640195341020080D812E06DC190C2757518B65041020080D812E06DC1
3481,4,Theta,11-E5,137,Theta-11-E5-137,40,56,0103000020110F00000100000005000000B81E0597687C55416866669226AE6CC1B81E0597687C5541020080D812E06DC1A4703D8640195341020080D812E06DC1A4703D86401953416866669226AE6CC1B81E0597687C55416866669226AE6CC1
3482,4,Theta,11-E5,138,Theta-11-E5-138,41,56,0103000020110F00000100000005000000B81E0597687C5541020080D812E06DC1B81E0597687C55416866669226AE6CC1CDCCCCA790DF57416866669226AE6CC1CDCCCCA790DF5741020080D812E06DC1B81E0597687C5541020080D812E06DC1
3483,4,Theta,11-E6,139,Theta-11-E6-139,42,56,0103000020110F00000100000005000000E27A94B8B8425A416866669226AE6CC1E27A94B8B8425A41020080D812E06DC1CDCCCCA790DF5741020080D812E06DC1CDCCCCA790DF57416866669226AE6CC1E27A94B8B8425A416866669226AE6CC1
3484,4,Theta,11-E6,140,Theta-11-E6-140,43,56,0103000020110F00000100000005000000E27A94B8B8425A41020080D812E06DC1E27A94B8B8425A416866669226AE6CC1F6285CC9E0A55C416866669226AE6CC1F6285CC9E0A55C41020080D812E06DC1E27A94B8B8425A41020080D812E06DC1
3485,4,Theta,12-E7,141,Theta-12-E7-141,44,56,0103000020110F000001000000050000000BD723DA08095F416866669226AE6CC10BD723DA08095F41020080D812E06DC1F6285CC9E0A55C41020080D812E06DC1F6285CC9E0A55C416866669226AE6CC10BD723DA08095F416866669226AE6CC1
3486,4,Theta,12-E7,142,Theta-12-E7-142,45,56,0103000020110F000001000000050000000BD723DA08095F41020080D812E06DC10BD723DA08095F416866669226AE6CC190C2757518B660416866669226AE6CC190C2757518B66041020080D812E06DC10BD723DA08095F41020080D812E06DC1
3487,4,Theta,12-E8,143,Theta-12-E8-143,46,56,0103000020110F000001000000050000009A99D97DACE761416866669226AE6CC19A99D97DACE76141020080D812E06DC190C2757518B66041020080D812E06DC190C2757518B660416866669226AE6CC19A99D97DACE761416866669226AE6CC1
3488,4,Theta,12-E8,144,Theta-12-E8-144,47,56,0103000020110F000001000000050000009A99D97DACE76141020080D812E06DC19A99D97DACE761416866669226AE6CC1A4703D86401963416866669226AE6CC1A4703D8640196341020080D812E06DC19A99D97DACE76141020080D812E06DC1
3489,4,Theta,9-E1,145,Theta-9-E1-145,32,57,0103000020110F00000100000005000000A4703D8640192341020080D812E06DC1A4703D86401923419B99991EFF116FC100000000000000009B99991EFF116FC10000000000000000020080D812E06DC1A4703D8640192341020080D812E06DC1
3490,4,Theta,9-E1,146,Theta-9-E1-146,33,57,0103000020110F00000100000005000000A4703D8640192341020080D812E06DC1A4703D8640193341020080D812E06DC1A4703D86401933419B99991EFF116FC1A4703D86401923419B99991EFF116FC1A4703D8640192341020080D812E06DC1
3491,4,Theta,9-E2,147,Theta-9-E2-147,34,57,0103000020110F00000100000005000000F6285CC9E0A53C41020080D812E06DC1F6285CC9E0A53C419B99991EFF116FC1A4703D86401933419B99991EFF116FC1A4703D8640193341020080D812E06DC1F6285CC9E0A53C41020080D812E06DC1
3492,4,Theta,9-E2,148,Theta-9-E2-148,35,57,0103000020110F00000100000005000000F6285CC9E0A53C41020080D812E06DC1A4703D8640194341020080D812E06DC1A4703D86401943419B99991EFF116FC1F6285CC9E0A53C419B99991EFF116FC1F6285CC9E0A53C41020080D812E06DC1
3493,4,Theta,10-E3,149,Theta-10-E3-149,36,57,0103000020110F00000100000005000000CDCCCCA790DF4741020080D812E06DC1CDCCCCA790DF47419B99991EFF116FC1A4703D86401943419B99991EFF116FC1A4703D8640194341020080D812E06DC1CDCCCCA790DF4741020080D812E06DC1
3494,4,Theta,10-E3,150,Theta-10-E3-150,37,57,0103000020110F00000100000005000000CDCCCCA790DF4741020080D812E06DC1F6285CC9E0A54C41020080D812E06DC1F6285CC9E0A54C419B99991EFF116FC1CDCCCCA790DF47419B99991EFF116FC1CDCCCCA790DF4741020080D812E06DC1
3495,4,Theta,10-E4,151,Theta-10-E4-151,38,57,0103000020110F0000010000000500000090C2757518B65041020080D812E06DC190C2757518B650419B99991EFF116FC1F6285CC9E0A54C419B99991EFF116FC1F6285CC9E0A54C41020080D812E06DC190C2757518B65041020080D812E06DC1
3496,4,Theta,10-E4,152,Theta-10-E4-152,39,57,0103000020110F0000010000000500000090C2757518B65041020080D812E06DC1A4703D8640195341020080D812E06DC1A4703D86401953419B99991EFF116FC190C2757518B650419B99991EFF116FC190C2757518B65041020080D812E06DC1
3497,4,Theta,11-E5,153,Theta-11-E5-153,40,57,0103000020110F00000100000005000000B81E0597687C5541020080D812E06DC1B81E0597687C55419B99991EFF116FC1A4703D86401953419B99991EFF116FC1A4703D8640195341020080D812E06DC1B81E0597687C5541020080D812E06DC1
3498,4,Theta,11-E5,154,Theta-11-E5-154,41,57,0103000020110F00000100000005000000B81E0597687C5541020080D812E06DC1CDCCCCA790DF5741020080D812E06DC1CDCCCCA790DF57419B99991EFF116FC1B81E0597687C55419B99991EFF116FC1B81E0597687C5541020080D812E06DC1
3499,4,Theta,11-E6,155,Theta-11-E6-155,42,57,0103000020110F00000100000005000000E27A94B8B8425A41020080D812E06DC1E27A94B8B8425A419B99991EFF116FC1CDCCCCA790DF57419B99991EFF116FC1CDCCCCA790DF5741020080D812E06DC1E27A94B8B8425A41020080D812E06DC1
3500,4,Theta,11-E6,156,Theta-11-E6-156,43,57,0103000020110F00000100000005000000E27A94B8B8425A41020080D812E06DC1F6285CC9E0A55C41020080D812E06DC1F6285CC9E0A55C419B99991EFF116FC1E27A94B8B8425A419B99991EFF116FC1E27A94B8B8425A41020080D812E06DC1
3501,4,Theta,12-E7,157,Theta-12-E7-157,44,57,0103000020110F000001000000050000000BD723DA08095F41020080D812E06DC10BD723DA08095F419B99991EFF116FC1F6285CC9E0A55C419B99991EFF116FC1F6285CC9E0A55C41020080D812E06DC10BD723DA08095F41020080D812E06DC1
3502,4,Theta,12-E7,158,Theta-12-E7-158,45,57,0103000020110F000001000000050000000BD723DA08095F41020080D812E06DC190C2757518B66041020080D812E06DC190C2757518B660419B99991EFF116FC10BD723DA08095F419B99991EFF116FC10BD723DA08095F41020080D812E06DC1
3503,4,Theta,12-E8,159,Theta-12-E8-159,46,57,0103000020110F000001000000050000009A99D97DACE76141020080D812E06DC19A99D97DACE761419B99991EFF116FC190C2757518B660419B99991EFF116FC190C2757518B66041020080D812E06DC19A99D97DACE76141020080D812E06DC1
3504,4,Theta,12-E8,160,Theta-12-E8-160,47,57,0103000020110F000001000000050000009A99D97DACE76141020080D812E06DC1A4703D8640196341020080D812E06DC1A4703D86401963419B99991EFF116FC19A99D97DACE761419B99991EFF116FC19A99D97DACE76141020080D812E06DC1
3505,4,Theta,9-F1,161,Theta-9-F1-161,32,58,0103000020110F00000100000005000000A4703D86401923419B99991EFF116FC1A4703D86401923419A9959B2F52170C100000000000000009A9959B2F52170C100000000000000009B99991EFF116FC1A4703D86401923419B99991EFF116FC1
3506,4,Theta,9-F1,162,Theta-9-F1-162,33,58,0103000020110F00000100000005000000A4703D86401923419A9959B2F52170C1A4703D86401923419B99991EFF116FC1A4703D86401933419B99991EFF116FC1A4703D86401933419A9959B2F52170C1A4703D86401923419A9959B2F52170C1
3507,4,Theta,9-F2,163,Theta-9-F2-163,34,58,0103000020110F00000100000005000000A4703D86401933419A9959B2F52170C1A4703D86401933419B99991EFF116FC1F6285CC9E0A53C419B99991EFF116FC1F6285CC9E0A53C419A9959B2F52170C1A4703D86401933419A9959B2F52170C1
3508,4,Theta,9-F2,164,Theta-9-F2-164,35,58,0103000020110F00000100000005000000A4703D86401943419A9959B2F52170C1F6285CC9E0A53C419A9959B2F52170C1F6285CC9E0A53C419B99991EFF116FC1A4703D86401943419B99991EFF116FC1A4703D86401943419A9959B2F52170C1
3509,4,Theta,10-F3,165,Theta-10-F3-165,36,58,0103000020110F00000100000005000000CDCCCCA790DF47419B99991EFF116FC1CDCCCCA790DF47419A9959B2F52170C1A4703D86401943419A9959B2F52170C1A4703D86401943419B99991EFF116FC1CDCCCCA790DF47419B99991EFF116FC1
3510,4,Theta,10-F3,166,Theta-10-F3-166,37,58,0103000020110F00000100000005000000CDCCCCA790DF47419A9959B2F52170C1CDCCCCA790DF47419B99991EFF116FC1F6285CC9E0A54C419B99991EFF116FC1F6285CC9E0A54C419A9959B2F52170C1CDCCCCA790DF47419A9959B2F52170C1
3511,4,Theta,10-F4,167,Theta-10-F4-167,38,58,0103000020110F00000100000005000000F6285CC9E0A54C419A9959B2F52170C1F6285CC9E0A54C419B99991EFF116FC190C2757518B650419B99991EFF116FC190C2757518B650419A9959B2F52170C1F6285CC9E0A54C419A9959B2F52170C1
3512,4,Theta,10-F4,168,Theta-10-F4-168,39,58,0103000020110F00000100000005000000A4703D86401953419A9959B2F52170C190C2757518B650419A9959B2F52170C190C2757518B650419B99991EFF116FC1A4703D86401953419B99991EFF116FC1A4703D86401953419A9959B2F52170C1
3513,4,Theta,11-F5,169,Theta-11-F5-169,40,58,0103000020110F00000100000005000000B81E0597687C55419B99991EFF116FC1B81E0597687C55419A9959B2F52170C1A4703D86401953419A9959B2F52170C1A4703D86401953419B99991EFF116FC1B81E0597687C55419B99991EFF116FC1
3514,4,Theta,11-F5,170,Theta-11-F5-170,41,58,0103000020110F00000100000005000000B81E0597687C55419A9959B2F52170C1B81E0597687C55419B99991EFF116FC1CDCCCCA790DF57419B99991EFF116FC1CDCCCCA790DF57419A9959B2F52170C1B81E0597687C55419A9959B2F52170C1
3515,4,Theta,11-F6,171,Theta-11-F6-171,42,58,0103000020110F00000100000005000000CDCCCCA790DF57419A9959B2F52170C1CDCCCCA790DF57419B99991EFF116FC1E27A94B8B8425A419B99991EFF116FC1E27A94B8B8425A419A9959B2F52170C1CDCCCCA790DF57419A9959B2F52170C1
3516,4,Theta,11-F6,172,Theta-11-F6-172,43,58,0103000020110F00000100000005000000F6285CC9E0A55C419A9959B2F52170C1E27A94B8B8425A419A9959B2F52170C1E27A94B8B8425A419B99991EFF116FC1F6285CC9E0A55C419B99991EFF116FC1F6285CC9E0A55C419A9959B2F52170C1
3517,4,Theta,12-F7,173,Theta-12-F7-173,44,58,0103000020110F000001000000050000000BD723DA08095F419B99991EFF116FC10BD723DA08095F419A9959B2F52170C1F6285CC9E0A55C419A9959B2F52170C1F6285CC9E0A55C419B99991EFF116FC10BD723DA08095F419B99991EFF116FC1
3518,4,Theta,12-F7,174,Theta-12-F7-174,45,58,0103000020110F000001000000050000000BD723DA08095F419A9959B2F52170C10BD723DA08095F419B99991EFF116FC190C2757518B660419B99991EFF116FC190C2757518B660419A9959B2F52170C10BD723DA08095F419A9959B2F52170C1
